ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
39588_at	0.001669	2.94e-06	-5.655003	4.585759	-1.97193141	TNFSF12-TNFSF13///TNFSF12	TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 12
34386_at	0.001669	3.04e-06	-5.644461	4.557311	-0.87993913	MBD4	methyl-CpG binding domain 4, DNA glycosylase
32990_at	0.001669	3.21e-06	5.624853	4.504389	0.72774327	SLC6A11	solute carrier family 6 member 11
36843_at	0.001669	3.28e-06	-5.618067	4.486073	-0.98983948	SIPA1	signal-induced proliferation-associated 1
33424_at	0.001669	3.69e-06	-5.577196	4.375714	-0.86345436	RPN1	ribophorin I
934_at	0.001669	4.03e-06	5.546924	4.293942	0.60625598	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
35615_at	0.001669	4.05e-06	-5.545416	4.28987	-0.97657485	MIR7112///BOP1	microRNA 7112///block of proliferation 1
39752_at	0.001669	4.08e-06	-5.54318	4.283827	-1.47278384	CYB561D2	cytochrome b561 family member D2
32232_at	0.001669	4.22e-06	-5.531149	4.251322	-1.1276461	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5
39702_at	0.001669	4.28e-06	-5.526525	4.238828	-0.77414261	RPP30	ribonuclease P/MRP subunit p30
40822_at	0.001669	4.31e-06	-5.523978	4.231947	-0.80247131	NFATC3	nuclear factor of activated T-cells 3
789_at	0.001669	4.43e-06	5.514728	4.20695	0.97477931	EGR1	early growth response 1
32788_at	0.001669	4.45e-06	5.513281	4.20304	0.71454364	RANBP2	RAN binding protein 2
31886_at	0.001669	4.68e-06	-5.49567	4.155443	-2.82146261	NT5E	5'-nucleotidase ecto
35060_at	0.001669	4.69e-06	-5.494834	4.153185	-0.81961916	ZRSR2///ZRSR1///SRP19	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2///zinc finger CCCH-type, RNA binding motif and serine/arginine rich 1///signal recognition particle 19
31930_f_at	0.001669	5.10e-06	5.465962	4.075142	0.75866922	RHD///RHCE	Rh blood group D antigen///Rh blood group CcEe antigens
1496_at	0.001669	5.13e-06	-5.464058	4.069995	-0.68503609	PTPRA	protein tyrosine phosphatase, receptor type A
37005_at	0.001669	5.14e-06	5.463467	4.068398	0.65346655	MINOS1-NBL1///NBL1	MINOS1-NBL1 readthrough///neuroblastoma 1, DAN family BMP antagonist
37295_at	0.001669	5.16e-06	-5.462492	4.06576	-0.78272049	GTF2E2	general transcription factor IIE subunit 2
33237_at	0.00169	5.35e-06	-5.449494	4.03062	-0.88510379	DDX46	DEAD-box helicase 46
35351_at	0.001762	5.72e-06	-5.426765	3.969166	-0.65284996	RBM14-RBM4///RBM4	RBM14-RBM4 readthrough///RNA binding motif protein 4
41829_at	0.001886	6.43e-06	-5.386687	3.860788	-1.0386577	LARP1	La ribonucleoprotein domain family member 1
36253_at	0.001886	6.55e-06	-5.38027	3.843433	-1.93531432	PMF1-BGLAP///PMF1///BGLAP	PMF1-BGLAP readthrough///polyamine-modulated factor 1///bone gamma-carboxyglutamate protein
33457_at	0.001886	6.57e-06	-5.379169	3.840454	-1.14752304	FAM208A	family with sequence similarity 208 member A
40719_at	0.001908	6.84e-06	-5.365534	3.803579	-0.95806494	TRAF3IP3	TRAF3 interacting protein 3
34494_at	0.001908	7.06e-06	5.354523	3.773797	0.73003632	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2
32367_at	0.001908	7.10e-06	-5.352469	3.768241	-1.17188971	SIRPB1	signal regulatory protein beta 1
36126_at	0.001958	7.45e-06	-5.336343	3.724625	-0.71410554	COASY	Coenzyme A synthase
39797_at	0.00199	7.96e-06	-5.313588	3.663077	-1.04270248	UBR2	ubiquitin protein ligase E3 component n-recognin 2
33223_at	0.00199	7.98e-06	-5.312327	3.659668	-1.06096864	MAST3	microtubule associated serine/threonine kinase 3
39685_at	0.00199	8.05e-06	-5.309398	3.651743	-0.87130798	ATXN10	ataxin 10
37088_at	0.00199	8.35e-06	5.297084	3.618437	0.64262444	AURKC	aurora kinase C
2028_s_at	0.00199	8.35e-06	5.29686	3.617831	0.51778726	E2F1	E2F transcription factor 1
41460_at	0.00206	8.91e-06	-5.274799	3.55816	-0.90713721	RBM14	RNA binding motif protein 14
40798_s_at	0.00206	8.98e-06	-5.272168	3.551043	-1.07805611	ADAM10	ADAM metallopeptidase domain 10
35923_at	0.002154	9.55e-06	5.250735	3.493072	0.90315052	CCKBR	cholecystokinin B receptor
35744_at	0.002161	9.76e-06	-5.243591	3.473748	-0.74092689	KIAA0141	KIAA0141
34022_at	0.002171	9.97e-06	5.236037	3.453317	4.37710197	CXCL3	C-X-C motif chemokine ligand 3
36238_at	0.002375	1.11e-05	-5.199252	3.353832	-1.11507601	FOXO4	forkhead box O4
1695_at	0.002405	1.16e-05	-5.182918	3.309659	-0.75606938	NEDD8	neural precursor cell expressed, developmentally down-regulated 8
33191_at	0.002405	1.22e-05	-5.167631	3.268322	-1.08780087	SLF2	SMC5-SMC6 complex localization factor 2
AFFX-HUMISGF3A/M97935_MB_at	0.002405	1.22e-05	-5.165778	3.263313	-1.1160289	STAT1	signal transducer and activator of transcription 1
38516_at	0.002405	1.22e-05	5.16554	3.262669	0.74581374	SCN1B	sodium voltage-gated channel beta subunit 1
36971_at	0.002405	1.25e-05	-5.159798	3.247144	-0.90476495	TMEM131	transmembrane protein 131
35765_at	0.002405	1.30e-05	-5.145117	3.207451	-1.88298879	ARFRP1	ADP ribosylation factor related protein 1
38287_at	0.002405	1.34e-05	-5.135645	3.181843	-1.25405186	PSMB9	proteasome subunit beta 9
35732_at	0.002405	1.36e-05	-5.129457	3.165114	-1.65063074	LRRC42	leucine rich repeat containing 42
435_g_at	0.002405	1.37e-05	5.127718	3.160413	0.77796878	H1F0	H1 histone family member 0
40780_at	0.002405	1.38e-05	-5.123379	3.148684	-1.54400914	CTBP2	C-terminal binding protein 2
39061_at	0.002405	1.41e-05	-5.116986	3.131401	-0.89577429	BST2	bone marrow stromal cell antigen 2
33950_g_at	0.002405	1.42e-05	5.115709	3.127951	0.8085205	CRHR2	corticotropin releasing hormone receptor 2
1356_at	0.002405	1.42e-05	-5.115052	3.126176	-0.6308504	DAP3	death associated protein 3
333_s_at	0.002405	1.43e-05	-5.111428	3.11638	-0.66738144	RBMS1	RNA binding motif single stranded interacting protein 1
41641_at	0.002405	1.44e-05	5.110177	3.112997	0.70968577	LYPD3	LY6/PLAUR domain containing 3
33323_r_at	0.002405	1.44e-05	5.108807	3.109294	0.56846674	SFN	stratifin
39517_at	0.002405	1.47e-05	-5.10303	3.09368	-0.58755633	C5orf15	chromosome 5 open reading frame 15
38725_s_at	0.002405	1.48e-05	-5.099778	3.084891	-0.59988688	DPM2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory
37321_at	0.002405	1.49e-05	-5.098334	3.080989	-1.09298681	TTC1	tetratricopeptide repeat domain 1
36044_at	0.002405	1.51e-05	-5.093991	3.069251	-1.05318169	PDE6D	phosphodiesterase 6D
35379_at	0.002405	1.52e-05	5.090391	3.059521	0.8354457	COL9A1	collagen type IX alpha 1 chain
1928_s_at	0.002433	1.56e-05	-5.082192	3.037365	-0.86682505	SMAD2	SMAD family member 2
33915_at	0.002496	1.62e-05	-5.069138	3.002091	-0.74645839	SETD3	SET domain containing 3
36599_at	0.002503	1.66e-05	-5.06102	2.980158	-1.1320917	ME2	malic enzyme 2
37184_at	0.002503	1.67e-05	5.059908	2.977154	1.55642914	STX1A	syntaxin 1A
33260_at	0.002515	1.70e-05	-5.052665	2.957584	-1.83850986	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1
34325_at	0.002515	1.72e-05	-5.048809	2.947168	-0.59294989	PQBP1	polyglutamine binding protein 1
38389_at	0.002515	1.77e-05	-5.03991	2.92313	-2.15505824	OAS1	2'-5'-oligoadenylate synthetase 1
34292_at	0.002515	1.78e-05	-5.037135	2.915634	-0.75211986	TMEM187	transmembrane protein 187
40585_at	0.002515	1.83e-05	-5.026766	2.887627	-1.32891047	ADCY7	adenylate cyclase 7
34127_at	0.002515	1.87e-05	5.019406	2.867751	1.26348854	SLC22A13	solute carrier family 22 member 13
37323_r_at	0.002515	1.87e-05	5.019261	2.867361	0.47733206	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
37143_s_at	0.002515	1.92e-05	-5.010926	2.844853	-1.84526668	PFAS	phosphoribosylformylglycinamidine synthase
40063_at	0.002515	1.97e-05	-5.002922	2.82324	-0.8589079	CALCOCO2	calcium binding and coiled-coil domain 2
32504_at	0.002515	1.98e-05	-5.000582	2.816921	-1.18638229	SNX27	sorting nexin family member 27
41681_at	0.002515	1.99e-05	-4.999228	2.813266	-0.81197238	ABCB7	ATP binding cassette subfamily B member 7
32737_at	0.002515	2.05e-05	-4.989081	2.785872	-1.36980474	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)
40789_at	0.002515	2.06e-05	-4.986354	2.778513	-1.85279208	AK2	adenylate kinase 2
32234_at	0.002515	2.07e-05	-4.984549	2.77364	-0.90922945	TOR1A	torsin family 1 member A
38412_at	0.002515	2.08e-05	-4.983736	2.771446	-0.86374477	PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11
37706_at	0.002515	2.09e-05	-4.982605	2.768392	-0.56266366	GLG1	golgi glycoprotein 1
453_at	0.002515	2.10e-05	-4.980655	2.763129	-0.6147401	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
38475_at	0.002515	2.10e-05	-4.980614	2.763018	-0.5723571	DCTN2	dynactin subunit 2
35844_at	0.002515	2.11e-05	4.977941	2.755803	1.55830267	SDC4	syndecan 4
39391_at	0.002515	2.14e-05	-4.973768	2.744541	-2.22099081	STAMBP	STAM binding protein
36626_at	0.002515	2.20e-05	-4.964291	2.718963	-3.10489798	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4
835_at	0.002515	2.22e-05	-4.961624	2.711766	-0.54789968	PDAP1	PDGFA associated protein 1
38368_at	0.002515	2.23e-05	-4.959477	2.705973	-0.68861805	DUT	deoxyuridine triphosphatase
1825_at	0.002515	2.24e-05	-4.957356	2.700252	-1.68875658	IQGAP1	IQ motif containing GTPase activating protein 1
38608_at	0.002515	2.26e-05	4.954781	2.693302	0.78308176	LGALS7B///LGALS7	galectin 7B///galectin 7
40522_at	0.002515	2.27e-05	4.953575	2.690049	0.91861767	GLUL	glutamate-ammonia ligase
41059_at	0.002515	2.27e-05	-4.953504	2.689856	-1.05481156	CD300A	CD300a molecule
35994_at	0.002515	2.27e-05	-4.952916	2.68827	-2.11029352	LIN37	lin-37 DREAM MuvB core complex component
41443_at	0.002515	2.29e-05	-4.950339	2.681318	-0.84973804	PSD4	pleckstrin and Sec7 domain containing 4
38771_at	0.002515	2.30e-05	-4.949071	2.677898	-0.79796627	HDAC1	histone deacetylase 1
41146_at	0.002515	2.32e-05	-4.945733	2.668891	-1.55915419	PARP1	poly(ADP-ribose) polymerase 1
33781_s_at	0.002515	2.32e-05	-4.94553	2.668343	-0.61478252	UBE2M	ubiquitin conjugating enzyme E2 M
33766_at	0.002515	2.34e-05	-4.94239	2.659872	-1.09013206	VIPR1	vasoactive intestinal peptide receptor 1
40823_s_at	0.002515	2.36e-05	-4.940285	2.654193	-0.84848412	NFATC3	nuclear factor of activated T-cells 3
37022_at	0.002515	2.39e-05	4.93618	2.64312	0.59865248	PRELP	proline and arginine rich end leucine rich repeat protein
36172_s_at	0.002515	2.39e-05	-4.935635	2.641651	-0.6310952	AP3D1	adaptor related protein complex 3 delta 1 subunit
37044_at	0.002556	2.45e-05	-4.927207	2.618918	-1.69529722	MIR7110///PDIA5	microRNA 7110///protein disulfide isomerase family A member 5
41550_at	0.002561	2.47e-05	-4.923652	2.609329	-1.23959616	RER1	retention in endoplasmic reticulum sorting receptor 1
36654_s_at	0.002575	2.51e-05	-4.91821	2.594654	-0.68252614	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1
39591_s_at	0.002575	2.55e-05	-4.913995	2.583289	-2.00657969	FGL2	fibrinogen like 2
39800_s_at	0.002575	2.56e-05	-4.911787	2.577334	-0.6798234	HAX1	HCLS1 associated protein X-1
34787_at	0.002575	2.58e-05	-4.909317	2.570676	-1.31583054	NRDC	nardilysin convertase
33253_at	0.002575	2.61e-05	-4.904758	2.558383	-1.74310507	TRIM14	tripartite motif containing 14
32776_at	0.002575	2.62e-05	-4.903701	2.555534	-1.19326836	RALB	RALB Ras like proto-oncogene B
37293_at	0.002575	2.66e-05	-4.898601	2.541784	-0.77653841	CKAP5	cytoskeleton associated protein 5
35631_at	0.002575	2.67e-05	-4.89752	2.538871	-0.72759754	POLR2H	RNA polymerase II subunit H
33133_at	0.002575	2.67e-05	-4.897197	2.538002	-0.59895765	FLII	FLII, actin remodeling protein
38720_at	0.002633	2.75e-05	-4.886963	2.510417	-0.80478536	CCT7	chaperonin containing TCP1 subunit 7
33591_at	0.002638	2.78e-05	4.883741	2.501732	2.13656839		
33307_at	0.002664	2.83e-05	-4.877707	2.485472	-0.56892326	RRP7A	ribosomal RNA processing 7 homolog A
38549_at	0.002702	2.89e-05	-4.870355	2.465661	-1.6718383	RSAD2	radical S-adenosyl methionine domain containing 2
1206_at	0.002753	2.97e-05	-4.860488	2.43908	-1.71359766	CDK5	cyclin dependent kinase 5
40545_at	0.002753	3.01e-05	-4.856159	2.427419	-1.01565751	PROSC	proline synthetase cotranscribed homolog (bacterial)
39601_at	0.002753	3.02e-05	-4.855575	2.425844	-0.48519844	RASSF1	Ras association domain family member 1
32241_at	0.002753	3.03e-05	-4.853869	2.421251	-0.79914496	TARDBP	TAR DNA binding protein
39551_at	0.002777	3.10e-05	-4.84635	2.401	-0.66709575	PHF21A	PHD finger protein 21A
250_at	0.002777	3.12e-05	-4.843693	2.393844	-0.67407111	NFATC3	nuclear factor of activated T-cells 3
196_s_at	0.002777	3.14e-05	-4.8416	2.388209	-2.09425141	CASP5	caspase 5
32520_at	0.002777	3.15e-05	4.841046	2.386715	0.59095248	NR1D1///THRA	nuclear receptor subfamily 1 group D member 1///thyroid hormone receptor, alpha
160027_s_at	0.002787	3.19e-05	-4.836637	2.374843	-0.79001243	IGF2R	insulin like growth factor 2 receptor
34855_at	0.002787	3.20e-05	-4.835068	2.370619	-1.05382297	PAPOLA	poly(A) polymerase alpha
41865_at	0.002809	3.27e-05	-4.827661	2.350679	-0.79883861	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2
1919_at	0.002809	3.28e-05	-4.826227	2.346819	-0.94331734	VAV1	vav guanine nucleotide exchange factor 1
34235_at	0.002809	3.36e-05	4.818082	2.324895	1.32651495	ADGRF5	adhesion G protein-coupled receptor F5
1494_f_at	0.002809	3.37e-05	4.817484	2.323285	0.44359815	CYP2A6	cytochrome P450 family 2 subfamily A member 6
37738_g_at	0.002809	3.39e-05	-4.815611	2.318244	-0.83208671	PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase
37580_at	0.002809	3.44e-05	4.81053	2.30457	1.04624765	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3
34422_r_at	0.002809	3.49e-05	4.805476	2.290971	0.87511984	UCP3	uncoupling protein 3
40411_at	0.002809	3.50e-05	-4.803952	2.286869	-0.72548151	NCOA6	nuclear receptor coactivator 6
34947_at	0.002809	3.50e-05	-4.803831	2.286544	-1.58667428	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
39706_at	0.002809	3.52e-05	-4.802647	2.28336	-0.98943205	CPNE3	copine 3
37276_at	0.002809	3.53e-05	-4.801704	2.280822	-0.85268146	IQGAP2	IQ motif containing GTPase activating protein 2
1902_at	0.002809	3.53e-05	-4.800811	2.278419	-0.67424252	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit
1558_g_at	0.002809	3.55e-05	-4.799336	2.27445	-1.17412205	PAK1	p21 (RAC1) activated kinase 1
33827_at	0.002809	3.56e-05	-4.798352	2.271803	-0.62460503	N4BP2L2	NEDD4 binding protein 2 like 2
39640_at	0.002809	3.57e-05	4.797201	2.268707	0.55957108	GFPT2	glutamine-fructose-6-phosphate transaminase 2
41243_at	0.002809	3.60e-05	-4.794286	2.260866	-1.08971191	SLC35E2B///SLC35E2	solute carrier family 35 member E2B///solute carrier family 35 member E2
38085_at	0.002809	3.60e-05	-4.79411	2.260392	-0.66314538	CBX3	chromobox 3
41386_i_at	0.002823	3.64e-05	4.790235	2.249968	0.98171364	KDM6B	lysine demethylase 6B
AFFX-HUMISGF3A/M97935_3_at	0.002854	3.74e-05	-4.781114	2.225438	-1.22700638	STAT1	signal transducer and activator of transcription 1
272_at	0.002854	3.75e-05	4.780804	2.224603	0.97770738	GRP	gastrin releasing peptide
37137_at	0.002854	3.75e-05	-4.780133	2.2228	-1.13332604	GZMB	granzyme B
40607_at	0.002906	3.89e-05	-4.768094	2.19043	-1.78672386	DPYSL2	dihydropyrimidinase like 2
40505_at	0.002906	3.90e-05	-4.76642	2.18593	-1.03220099	UBE2L6	ubiquitin conjugating enzyme E2 L6
35701_at	0.002906	3.91e-05	-4.765609	2.183748	-1.32734467	HRAS	HRas proto-oncogene, GTPase
32376_at	0.002906	3.93e-05	-4.764237	2.180062	-2.05184411	SLC25A20	solute carrier family 25 member 20
37086_at	0.002906	3.95e-05	4.762424	2.175187	1.79626428	LYZL6	lysozyme like 6
35159_at	0.002906	3.96e-05	-4.7617	2.173242	-0.94606569	TBCE	tubulin folding cofactor E
41222_at	0.003024	4.14e-05	-4.745868	2.130694	-1.20040734	STAT6	signal transducer and activator of transcription 6
32142_at	0.003033	4.19e-05	-4.742269	2.121023	-2.17940756	STK3	serine/threonine kinase 3
32000_g_at	0.003033	4.20e-05	4.740966	2.117524	0.87617993	ABCA1	ATP binding cassette subfamily A member 1
976_s_at	0.003038	4.24e-05	-4.738401	2.110634	-0.95830378	MAPK1	mitogen-activated protein kinase 1
1230_g_at	0.003078	4.33e-05	-4.730496	2.089398	-0.90551582	MTMR11	myotubularin related protein 11
1827_s_at	0.003078	4.40e-05	4.725114	2.074945	0.60785681	MYC	v-myc avian myelocytomatosis viral oncogene homolog
38851_at	0.003078	4.43e-05	4.723035	2.069361	0.47121551	LOR	loricrin
40913_at	0.003078	4.45e-05	-4.721599	2.065506	-2.2010475	ATP2B4	ATPase plasma membrane Ca2+ transporting 4
37766_s_at	0.003078	4.48e-05	-4.719328	2.059409	-0.6473473	PSMC5	proteasome 26S subunit, ATPase 5
36688_at	0.003078	4.48e-05	-4.719183	2.059019	-0.76811989	SCP2	sterol carrier protein 2
41044_at	0.003078	4.50e-05	-4.717369	2.054147	-2.27399422	TBC1D31	TBC1 domain family member 31
39802_at	0.003078	4.52e-05	4.715834	2.050028	1.44556917	CCL7	C-C motif chemokine ligand 7
38976_at	0.003078	4.52e-05	-4.715777	2.049873	-0.94704398	CORO1A	coronin 1A
38158_at	0.003078	4.55e-05	4.713564	2.043934	0.75005107	ESPL1	extra spindle pole bodies like 1, separase
37093_at	0.003078	4.56e-05	4.71289	2.042123	1.4217697	ENDOU	endonuclease, poly(U) specific
37304_at	0.003084	4.60e-05	-4.709702	2.033566	-1.2269189	CBX1	chromobox 1
32715_at	0.003084	4.63e-05	-4.707522	2.027713	-0.96208814	VAMP8	vesicle associated membrane protein 8
442_at	0.003084	4.66e-05	-4.705577	2.022493	-0.7032919	MIR3652///HSP90B1	microRNA 3652///heat shock protein 90 beta family member 1
37185_at	0.003084	4.67e-05	4.704909	2.0207	2.67606689	SERPINB2	serpin family B member 2
36068_at	0.003084	4.70e-05	-4.702466	2.014144	-1.39137662	CCS	copper chaperone for superoxide dismutase
32174_at	0.003084	4.72e-05	-4.701097	2.01047	-0.86679987	SLC9A3R1	SLC9A3 regulator 1
39913_at	0.003084	4.74e-05	4.699595	2.006439	0.60378606	HS6ST1	heparan sulfate 6-O-sulfotransferase 1
36203_at	0.003092	4.78e-05	4.696818	1.998988	0.62508821	ODC1	ornithine decarboxylase 1
574_s_at	0.003104	4.82e-05	-4.693405	1.989829	-1.75462473	CASP1	caspase 1
40854_at	0.003104	4.84e-05	-4.691949	1.985922	-0.52448408	UQCRC2	ubiquinol-cytochrome c reductase core protein II
37187_at	0.003156	4.95e-05	4.684456	1.96582	4.07886381	CXCL2	C-X-C motif chemokine ligand 2
AFFX-HUMISGF3A/M97935_MA_at	0.003166	4.99e-05	-4.681641	1.958269	-1.05785913	STAT1	signal transducer and activator of transcription 1
37338_at	0.003234	5.12e-05	-4.672616	1.934066	-1.29328664	PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1
36102_at	0.003249	5.17e-05	-4.669255	1.925055	-0.70554153	VDAC3	voltage dependent anion channel 3
32826_at	0.00328	5.25e-05	-4.664293	1.911751	-0.99467539	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1
35992_at	0.003375	5.43e-05	4.652684	1.880635	0.70495194	MSC	musculin
38011_at	0.003375	5.45e-05	-4.65101	1.876148	-0.8467508	URI1	URI1, prefoldin like chaperone
1681_at	0.003386	5.55e-05	4.645194	1.860565	0.49112329	ESR1	estrogen receptor 1
39163_at	0.003386	5.55e-05	-4.644704	1.85925	-0.71952124	KIDINS220	kinase D-interacting substrate 220kDa
33803_at	0.003386	5.56e-05	4.644121	1.857689	1.82811419	THBD	thrombomodulin
40549_at	0.003386	5.58e-05	-4.643112	1.854986	-1.75181572	CDK5	cyclin dependent kinase 5
37543_at	0.003403	5.64e-05	-4.639322	1.844834	-1.13729515	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor 6
31909_at	0.003403	5.70e-05	-4.635889	1.835636	-1.00010906	KIAA0754	KIAA0754
37887_at	0.003403	5.71e-05	-4.635312	1.834092	-1.00580979	CHEK2	checkpoint kinase 2
35514_at	0.003403	5.73e-05	4.633536	1.829335	0.71757222		
40084_at	0.003403	5.75e-05	-4.632763	1.827264	-2.40899272	TFCP2	transcription factor CP2
32659_at	0.003403	5.77e-05	-4.631519	1.823932	-0.53747671	EIF2B4	eukaryotic translation initiation factor 2B subunit delta
466_at	0.003405	5.82e-05	-4.628352	1.815453	-0.72723957	GTF2IP4///GTF2IP1///GTF2I	general transcription factor IIi pseudogene 4///general transcription factor IIi pseudogene 1///general transcription factor IIi
32051_at	0.003405	5.84e-05	-4.627386	1.812864	-1.07633396	ALG8	ALG8, alpha-1,3-glucosyltransferase
39135_at	0.003405	5.90e-05	-4.623974	1.803729	-0.92856692	GRAMD4	GRAM domain containing 4
34056_g_at	0.003405	5.93e-05	4.622095	1.798698	1.40577706	ACVR1B	activin A receptor type 1B
36950_at	0.003405	5.96e-05	-4.620461	1.794322	-0.71185692	TMED9	transmembrane p24 trafficking protein 9
40757_at	0.003405	5.96e-05	-4.62031	1.793919	-1.57431049	GZMA	granzyme A
32066_g_at	0.003405	5.97e-05	4.61991	1.792848	1.11973223	CREM	cAMP responsive element modulator
32195_at	0.003405	5.99e-05	-4.618604	1.789353	-0.94312391	MSL1	male specific lethal 1 homolog
36440_at	0.003416	6.06e-05	4.614339	1.777936	0.8192656	PTCRA	pre T-cell antigen receptor alpha
33852_at	0.003416	6.09e-05	-4.612502	1.773018	-0.86629108	TIA1	TIA1 cytotoxic granule-associated RNA binding protein
34366_g_at	0.003416	6.11e-05	-4.611541	1.770445	-0.84751443	PPIE	peptidylprolyl isomerase E
32736_at	0.003416	6.16e-05	-4.608853	1.763251	-0.92489786	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)
35692_at	0.003416	6.16e-05	4.608576	1.762509	1.23617037	TMEM158	transmembrane protein 158 (gene/pseudogene)
37092_at	0.003416	6.18e-05	4.607611	1.759929	1.50074946	PCDHA9	protocadherin alpha 9
35363_at	0.003416	6.20e-05	-4.606694	1.757474	-1.12205085	DDX17	DEAD-box helicase 17
473_g_at	0.003426	6.24e-05	-4.604191	1.750778	-0.8925507	STAT5B	signal transducer and activator of transcription 5B
31966_at	0.00345	6.31e-05	4.600322	1.740423	0.9004829	DIO1	deiodinase, iodothyronine type I
41382_at	0.003463	6.36e-05	4.597505	1.732888	0.64482148	DMBT1	deleted in malignant brain tumors 1
41551_at	0.003492	6.44e-05	-4.593122	1.721164	-0.88590707	RER1	retention in endoplasmic reticulum sorting receptor 1
38072_at	0.003492	6.49e-05	-4.590613	1.714454	-0.81242864	RSRP1	arginine and serine rich protein 1
1845_at	0.003492	6.50e-05	-4.590126	1.713151	-1.55393797	MAP2K4	mitogen-activated protein kinase kinase 4
1552_i_at	0.003501	6.55e-05	4.58755	1.706261	0.68063868	CYP2A13	cytochrome P450 family 2 subfamily A member 13
410_s_at	0.003501	6.58e-05	-4.586111	1.702414	-0.63101912	CSNK2B	casein kinase 2 beta
1081_at	0.003501	6.60e-05	4.584823	1.698969	0.6731048	ODC1	ornithine decarboxylase 1
38416_at	0.00351	6.65e-05	-4.582474	1.692688	-0.82519377	CCT6A	chaperonin containing TCP1 subunit 6A
37106_at	0.003546	6.74e-05	-4.57753	1.67947	-1.18246383	ZNF354A	zinc finger protein 354A
34714_at	0.003576	6.83e-05	-4.573169	1.667812	-1.10749907	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
41495_at	0.003623	6.96e-05	-4.566585	1.650215	-0.78308636	CREBZF	CREB/ATF bZIP transcription factor
32528_at	0.003623	6.97e-05	-4.565716	1.647893	-0.59155167	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit
